Date,Year,Quarter,Year_Quarter,Month_Num,Month_Name,Year_Month,Week_Num,Day,Weekday,Is_Weekend
2016-10-09,2016,Q4,2016-Q4,10,October,2016-10,40,9,Sunday,1
2016-10-10,2016,Q4,2016-Q4,10,October,2016-10,41,10,Monday,0
2016-10-11,2016,Q4,2016-Q4,10,October,2016-10,41,11,Tuesday,0
2016-10-12,2016,Q4,2016-Q4,10,October,2016-10,41,12,Wednesday,0
2016-10-13,2016,Q4,2016-Q4,10,October,2016-10,41,13,Thursday,0
2016-10-14,2016,Q4,2016-Q4,10,October,2016-10,41,14,Friday,0
2016-10-15,2016,Q4,2016-Q4,10,October,2016-10,41,15,Saturday,1
2016-10-16,2016,Q4,2016-Q4,10,October,2016-10,41,16,Sunday,1
2016-10-17,2016,Q4,2016-Q4,10,October,2016-10,42,17,Monday,0
2016-10-18,2016,Q4,2016-Q4,10,October,2016-10,42,18,Tuesday,0
2016-10-19,2016,Q4,2016-Q4,10,October,2016-10,42,19,Wednesday,0
2016-10-20,2016,Q4,2016-Q4,10,October,2016-10,42,20,Thursday,0
2016-10-21,2016,Q4,2016-Q4,10,October,2016-10,42,21,Friday,0
2016-10-22,2016,Q4,2016-Q4,10,October,2016-10,42,22,Saturday,1
2016-10-23,2016,Q4,2016-Q4,10,October,2016-10,42,23,Sunday,1
2016-10-24,2016,Q4,2016-Q4,10,October,2016-10,43,24,Monday,0
2016-10-25,2016,Q4,2016-Q4,10,October,2016-10,43,25,Tuesday,0
2016-10-26,2016,Q4,2016-Q4,10,October,2016-10,43,26,Wednesday,0
2016-10-27,2016,Q4,2016-Q4,10,October,2016-10,43,27,Thursday,0
2016-10-28,2016,Q4,2016-Q4,10,October,2016-10,43,28,Friday,0
2016-10-29,2016,Q4,2016-Q4,10,October,2016-10,43,29,Saturday,1
2016-10-30,2016,Q4,2016-Q4,10,October,2016-10,43,30,Sunday,1
2016-10-31,2016,Q4,2016-Q4,10,October,2016-10,44,31,Monday,0
2016-11-01,2016,Q4,2016-Q4,11,November,2016-11,44,1,Tuesday,0
2016-11-02,2016,Q4,2016-Q4,11,November,2016-11,44,2,Wednesday,0
2016-11-03,2016,Q4,2016-Q4,11,November,2016-11,44,3,Thursday,0
2016-11-04,2016,Q4,2016-Q4,11,November,2016-11,44,4,Friday,0
2016-11-05,2016,Q4,2016-Q4,11,November,2016-11,44,5,Saturday,1
2016-11-06,2016,Q4,2016-Q4,11,November,2016-11,44,6,Sunday,1
2016-11-07,2016,Q4,2016-Q4,11,November,2016-11,45,7,Monday,0
2016-11-08,2016,Q4,2016-Q4,11,November,2016-11,45,8,Tuesday,0
2016-11-09,2016,Q4,2016-Q4,11,November,2016-11,45,9,Wednesday,0
2016-11-10,2016,Q4,2016-Q4,11,November,2016-11,45,10,Thursday,0
2016-11-11,2016,Q4,2016-Q4,11,November,2016-11,45,11,Friday,0
2016-11-12,2016,Q4,2016-Q4,11,November,2016-11,45,12,Saturday,1
2016-11-13,2016,Q4,2016-Q4,11,November,2016-11,45,13,Sunday,1
2016-11-14,2016,Q4,2016-Q4,11,November,2016-11,46,14,Monday,0
2016-11-15,2016,Q4,2016-Q4,11,November,2016-11,46,15,Tuesday,0
2016-11-16,2016,Q4,2016-Q4,11,November,2016-11,46,16,Wednesday,0
2016-11-17,2016,Q4,2016-Q4,11,November,2016-11,46,17,Thursday,0
2016-11-18,2016,Q4,2016-Q4,11,November,2016-11,46,18,Friday,0
2016-11-19,2016,Q4,2016-Q4,11,November,2016-11,46,19,Saturday,1
2016-11-20,2016,Q4,2016-Q4,11,November,2016-11,46,20,Sunday,1
2016-11-21,2016,Q4,2016-Q4,11,November,2016-11,47,21,Monday,0
2016-11-22,2016,Q4,2016-Q4,11,November,2016-11,47,22,Tuesday,0
2016-11-23,2016,Q4,2016-Q4,11,November,2016-11,47,23,Wednesday,0
2016-11-24,2016,Q4,2016-Q4,11,November,2016-11,47,24,Thursday,0
2016-11-25,2016,Q4,2016-Q4,11,November,2016-11,47,25,Friday,0
2016-11-26,2016,Q4,2016-Q4,11,November,2016-11,47,26,Saturday,1
2016-11-27,2016,Q4,2016-Q4,11,November,2016-11,47,27,Sunday,1
2016-11-28,2016,Q4,2016-Q4,11,November,2016-11,48,28,Monday,0
2016-11-29,2016,Q4,2016-Q4,11,November,2016-11,48,29,Tuesday,0
2016-11-30,2016,Q4,2016-Q4,11,November,2016-11,48,30,Wednesday,0
2016-12-01,2016,Q4,2016-Q4,12,December,2016-12,48,1,Thursday,0
2016-12-02,2016,Q4,2016-Q4,12,December,2016-12,48,2,Friday,0
2016-12-03,2016,Q4,2016-Q4,12,December,2016-12,48,3,Saturday,1
2016-12-04,2016,Q4,2016-Q4,12,December,2016-12,48,4,Sunday,1
2016-12-05,2016,Q4,2016-Q4,12,December,2016-12,49,5,Monday,0
2016-12-06,2016,Q4,2016-Q4,12,December,2016-12,49,6,Tuesday,0
2016-12-07,2016,Q4,2016-Q4,12,December,2016-12,49,7,Wednesday,0
2016-12-08,2016,Q4,2016-Q4,12,December,2016-12,49,8,Thursday,0
2016-12-09,2016,Q4,2016-Q4,12,December,2016-12,49,9,Friday,0
2016-12-10,2016,Q4,2016-Q4,12,December,2016-12,49,10,Saturday,1
2016-12-11,2016,Q4,2016-Q4,12,December,2016-12,49,11,Sunday,1
2016-12-12,2016,Q4,2016-Q4,12,December,2016-12,50,12,Monday,0
2016-12-13,2016,Q4,2016-Q4,12,December,2016-12,50,13,Tuesday,0
2016-12-14,2016,Q4,2016-Q4,12,December,2016-12,50,14,Wednesday,0
2016-12-15,2016,Q4,2016-Q4,12,December,2016-12,50,15,Thursday,0
2016-12-16,2016,Q4,2016-Q4,12,December,2016-12,50,16,Friday,0
2016-12-17,2016,Q4,2016-Q4,12,December,2016-12,50,17,Saturday,1
2016-12-18,2016,Q4,2016-Q4,12,December,2016-12,50,18,Sunday,1
2016-12-19,2016,Q4,2016-Q4,12,December,2016-12,51,19,Monday,0
2016-12-20,2016,Q4,2016-Q4,12,December,2016-12,51,20,Tuesday,0
2016-12-21,2016,Q4,2016-Q4,12,December,2016-12,51,21,Wednesday,0
2016-12-22,2016,Q4,2016-Q4,12,December,2016-12,51,22,Thursday,0
2016-12-23,2016,Q4,2016-Q4,12,December,2016-12,51,23,Friday,0
2016-12-24,2016,Q4,2016-Q4,12,December,2016-12,51,24,Saturday,1
2016-12-25,2016,Q4,2016-Q4,12,December,2016-12,51,25,Sunday,1
2016-12-26,2016,Q4,2016-Q4,12,December,2016-12,52,26,Monday,0
2016-12-27,2016,Q4,2016-Q4,12,December,2016-12,52,27,Tuesday,0
2016-12-28,2016,Q4,2016-Q4,12,December,2016-12,52,28,Wednesday,0
2016-12-29,2016,Q4,2016-Q4,12,December,2016-12,52,29,Thursday,0
2016-12-30,2016,Q4,2016-Q4,12,December,2016-12,52,30,Friday,0
2016-12-31,2016,Q4,2016-Q4,12,December,2016-12,52,31,Saturday,1
2017-01-01,2017,Q1,2017-Q1,1,January,2017-01,52,1,Sunday,1
2017-01-02,2017,Q1,2017-Q1,1,January,2017-01,1,2,Monday,0
2017-01-03,2017,Q1,2017-Q1,1,January,2017-01,1,3,Tuesday,0
2017-01-04,2017,Q1,2017-Q1,1,January,2017-01,1,4,Wednesday,0
2017-01-05,2017,Q1,2017-Q1,1,January,2017-01,1,5,Thursday,0
2017-01-06,2017,Q1,2017-Q1,1,January,2017-01,1,6,Friday,0
2017-01-07,2017,Q1,2017-Q1,1,January,2017-01,1,7,Saturday,1
2017-01-08,2017,Q1,2017-Q1,1,January,2017-01,1,8,Sunday,1
2017-01-09,2017,Q1,2017-Q1,1,January,2017-01,2,9,Monday,0
2017-01-10,2017,Q1,2017-Q1,1,January,2017-01,2,10,Tuesday,0
2017-01-11,2017,Q1,2017-Q1,1,January,2017-01,2,11,Wednesday,0
2017-01-12,2017,Q1,2017-Q1,1,January,2017-01,2,12,Thursday,0
2017-01-13,2017,Q1,2017-Q1,1,January,2017-01,2,13,Friday,0
2017-01-14,2017,Q1,2017-Q1,1,January,2017-01,2,14,Saturday,1
2017-01-15,2017,Q1,2017-Q1,1,January,2017-01,2,15,Sunday,1
2017-01-16,2017,Q1,2017-Q1,1,January,2017-01,3,16,Monday,0
2017-01-17,2017,Q1,2017-Q1,1,January,2017-01,3,17,Tuesday,0
2017-01-18,2017,Q1,2017-Q1,1,January,2017-01,3,18,Wednesday,0
2017-01-19,2017,Q1,2017-Q1,1,January,2017-01,3,19,Thursday,0
2017-01-20,2017,Q1,2017-Q1,1,January,2017-01,3,20,Friday,0
2017-01-21,2017,Q1,2017-Q1,1,January,2017-01,3,21,Saturday,1
2017-01-22,2017,Q1,2017-Q1,1,January,2017-01,3,22,Sunday,1
2017-01-23,2017,Q1,2017-Q1,1,January,2017-01,4,23,Monday,0
2017-01-24,2017,Q1,2017-Q1,1,January,2017-01,4,24,Tuesday,0
2017-01-25,2017,Q1,2017-Q1,1,January,2017-01,4,25,Wednesday,0
2017-01-26,2017,Q1,2017-Q1,1,January,2017-01,4,26,Thursday,0
2017-01-27,2017,Q1,2017-Q1,1,January,2017-01,4,27,Friday,0
2017-01-28,2017,Q1,2017-Q1,1,January,2017-01,4,28,Saturday,1
2017-01-29,2017,Q1,2017-Q1,1,January,2017-01,4,29,Sunday,1
2017-01-30,2017,Q1,2017-Q1,1,January,2017-01,5,30,Monday,0
2017-01-31,2017,Q1,2017-Q1,1,January,2017-01,5,31,Tuesday,0
2017-02-01,2017,Q1,2017-Q1,2,February,2017-02,5,1,Wednesday,0
2017-02-02,2017,Q1,2017-Q1,2,February,2017-02,5,2,Thursday,0
2017-02-03,2017,Q1,2017-Q1,2,February,2017-02,5,3,Friday,0
2017-02-04,2017,Q1,2017-Q1,2,February,2017-02,5,4,Saturday,1
2017-02-05,2017,Q1,2017-Q1,2,February,2017-02,5,5,Sunday,1
2017-02-06,2017,Q1,2017-Q1,2,February,2017-02,6,6,Monday,0
2017-02-07,2017,Q1,2017-Q1,2,February,2017-02,6,7,Tuesday,0
2017-02-08,2017,Q1,2017-Q1,2,February,2017-02,6,8,Wednesday,0
2017-02-09,2017,Q1,2017-Q1,2,February,2017-02,6,9,Thursday,0
2017-02-10,2017,Q1,2017-Q1,2,February,2017-02,6,10,Friday,0
2017-02-11,2017,Q1,2017-Q1,2,February,2017-02,6,11,Saturday,1
2017-02-12,2017,Q1,2017-Q1,2,February,2017-02,6,12,Sunday,1
2017-02-13,2017,Q1,2017-Q1,2,February,2017-02,7,13,Monday,0
2017-02-14,2017,Q1,2017-Q1,2,February,2017-02,7,14,Tuesday,0
2017-02-15,2017,Q1,2017-Q1,2,February,2017-02,7,15,Wednesday,0
2017-02-16,2017,Q1,2017-Q1,2,February,2017-02,7,16,Thursday,0
2017-02-17,2017,Q1,2017-Q1,2,February,2017-02,7,17,Friday,0
2017-02-18,2017,Q1,2017-Q1,2,February,2017-02,7,18,Saturday,1
2017-02-19,2017,Q1,2017-Q1,2,February,2017-02,7,19,Sunday,1
2017-02-20,2017,Q1,2017-Q1,2,February,2017-02,8,20,Monday,0
2017-02-21,2017,Q1,2017-Q1,2,February,2017-02,8,21,Tuesday,0
2017-02-22,2017,Q1,2017-Q1,2,February,2017-02,8,22,Wednesday,0
2017-02-23,2017,Q1,2017-Q1,2,February,2017-02,8,23,Thursday,0
2017-02-24,2017,Q1,2017-Q1,2,February,2017-02,8,24,Friday,0
2017-02-25,2017,Q1,2017-Q1,2,February,2017-02,8,25,Saturday,1
2017-02-26,2017,Q1,2017-Q1,2,February,2017-02,8,26,Sunday,1
2017-02-27,2017,Q1,2017-Q1,2,February,2017-02,9,27,Monday,0
2017-02-28,2017,Q1,2017-Q1,2,February,2017-02,9,28,Tuesday,0
2017-03-01,2017,Q1,2017-Q1,3,March,2017-03,9,1,Wednesday,0
2017-03-02,2017,Q1,2017-Q1,3,March,2017-03,9,2,Thursday,0
2017-03-03,2017,Q1,2017-Q1,3,March,2017-03,9,3,Friday,0
2017-03-04,2017,Q1,2017-Q1,3,March,2017-03,9,4,Saturday,1
2017-03-05,2017,Q1,2017-Q1,3,March,2017-03,9,5,Sunday,1
2017-03-06,2017,Q1,2017-Q1,3,March,2017-03,10,6,Monday,0
2017-03-07,2017,Q1,2017-Q1,3,March,2017-03,10,7,Tuesday,0
2017-03-08,2017,Q1,2017-Q1,3,March,2017-03,10,8,Wednesday,0
2017-03-09,2017,Q1,2017-Q1,3,March,2017-03,10,9,Thursday,0
2017-03-10,2017,Q1,2017-Q1,3,March,2017-03,10,10,Friday,0
2017-03-11,2017,Q1,2017-Q1,3,March,2017-03,10,11,Saturday,1
2017-03-12,2017,Q1,2017-Q1,3,March,2017-03,10,12,Sunday,1
2017-03-13,2017,Q1,2017-Q1,3,March,2017-03,11,13,Monday,0
2017-03-14,2017,Q1,2017-Q1,3,March,2017-03,11,14,Tuesday,0
2017-03-15,2017,Q1,2017-Q1,3,March,2017-03,11,15,Wednesday,0
2017-03-16,2017,Q1,2017-Q1,3,March,2017-03,11,16,Thursday,0
2017-03-17,2017,Q1,2017-Q1,3,March,2017-03,11,17,Friday,0
2017-03-18,2017,Q1,2017-Q1,3,March,2017-03,11,18,Saturday,1
2017-03-19,2017,Q1,2017-Q1,3,March,2017-03,11,19,Sunday,1
2017-03-20,2017,Q1,2017-Q1,3,March,2017-03,12,20,Monday,0
2017-03-21,2017,Q1,2017-Q1,3,March,2017-03,12,21,Tuesday,0
2017-03-22,2017,Q1,2017-Q1,3,March,2017-03,12,22,Wednesday,0
2017-03-23,2017,Q1,2017-Q1,3,March,2017-03,12,23,Thursday,0
2017-03-24,2017,Q1,2017-Q1,3,March,2017-03,12,24,Friday,0
2017-03-25,2017,Q1,2017-Q1,3,March,2017-03,12,25,Saturday,1
2017-03-26,2017,Q1,2017-Q1,3,March,2017-03,12,26,Sunday,1
2017-03-27,2017,Q1,2017-Q1,3,March,2017-03,13,27,Monday,0
2017-03-28,2017,Q1,2017-Q1,3,March,2017-03,13,28,Tuesday,0
2017-03-29,2017,Q1,2017-Q1,3,March,2017-03,13,29,Wednesday,0
2017-03-30,2017,Q1,2017-Q1,3,March,2017-03,13,30,Thursday,0
2017-03-31,2017,Q1,2017-Q1,3,March,2017-03,13,31,Friday,0
2017-04-01,2017,Q2,2017-Q2,4,April,2017-04,13,1,Saturday,1
2017-04-02,2017,Q2,2017-Q2,4,April,2017-04,13,2,Sunday,1
2017-04-03,2017,Q2,2017-Q2,4,April,2017-04,14,3,Monday,0
2017-04-04,2017,Q2,2017-Q2,4,April,2017-04,14,4,Tuesday,0
2017-04-05,2017,Q2,2017-Q2,4,April,2017-04,14,5,Wednesday,0
2017-04-06,2017,Q2,2017-Q2,4,April,2017-04,14,6,Thursday,0
2017-04-07,2017,Q2,2017-Q2,4,April,2017-04,14,7,Friday,0
2017-04-08,2017,Q2,2017-Q2,4,April,2017-04,14,8,Saturday,1
2017-04-09,2017,Q2,2017-Q2,4,April,2017-04,14,9,Sunday,1
2017-04-10,2017,Q2,2017-Q2,4,April,2017-04,15,10,Monday,0
2017-04-11,2017,Q2,2017-Q2,4,April,2017-04,15,11,Tuesday,0
2017-04-12,2017,Q2,2017-Q2,4,April,2017-04,15,12,Wednesday,0
2017-04-13,2017,Q2,2017-Q2,4,April,2017-04,15,13,Thursday,0
2017-04-14,2017,Q2,2017-Q2,4,April,2017-04,15,14,Friday,0
2017-04-15,2017,Q2,2017-Q2,4,April,2017-04,15,15,Saturday,1
2017-04-16,2017,Q2,2017-Q2,4,April,2017-04,15,16,Sunday,1
2017-04-17,2017,Q2,2017-Q2,4,April,2017-04,16,17,Monday,0
2017-04-18,2017,Q2,2017-Q2,4,April,2017-04,16,18,Tuesday,0
2017-04-19,2017,Q2,2017-Q2,4,April,2017-04,16,19,Wednesday,0
2017-04-20,2017,Q2,2017-Q2,4,April,2017-04,16,20,Thursday,0
2017-04-21,2017,Q2,2017-Q2,4,April,2017-04,16,21,Friday,0
2017-04-22,2017,Q2,2017-Q2,4,April,2017-04,16,22,Saturday,1
2017-04-23,2017,Q2,2017-Q2,4,April,2017-04,16,23,Sunday,1
2017-04-24,2017,Q2,2017-Q2,4,April,2017-04,17,24,Monday,0
2017-04-25,2017,Q2,2017-Q2,4,April,2017-04,17,25,Tuesday,0
2017-04-26,2017,Q2,2017-Q2,4,April,2017-04,17,26,Wednesday,0
2017-04-27,2017,Q2,2017-Q2,4,April,2017-04,17,27,Thursday,0
2017-04-28,2017,Q2,2017-Q2,4,April,2017-04,17,28,Friday,0
2017-04-29,2017,Q2,2017-Q2,4,April,2017-04,17,29,Saturday,1
2017-04-30,2017,Q2,2017-Q2,4,April,2017-04,17,30,Sunday,1
2017-05-01,2017,Q2,2017-Q2,5,May,2017-05,18,1,Monday,0
2017-05-02,2017,Q2,2017-Q2,5,May,2017-05,18,2,Tuesday,0
2017-05-03,2017,Q2,2017-Q2,5,May,2017-05,18,3,Wednesday,0
2017-05-04,2017,Q2,2017-Q2,5,May,2017-05,18,4,Thursday,0
2017-05-05,2017,Q2,2017-Q2,5,May,2017-05,18,5,Friday,0
2017-05-06,2017,Q2,2017-Q2,5,May,2017-05,18,6,Saturday,1
2017-05-07,2017,Q2,2017-Q2,5,May,2017-05,18,7,Sunday,1
2017-05-08,2017,Q2,2017-Q2,5,May,2017-05,19,8,Monday,0
2017-05-09,2017,Q2,2017-Q2,5,May,2017-05,19,9,Tuesday,0
2017-05-10,2017,Q2,2017-Q2,5,May,2017-05,19,10,Wednesday,0
2017-05-11,2017,Q2,2017-Q2,5,May,2017-05,19,11,Thursday,0
2017-05-12,2017,Q2,2017-Q2,5,May,2017-05,19,12,Friday,0
2017-05-13,2017,Q2,2017-Q2,5,May,2017-05,19,13,Saturday,1
2017-05-14,2017,Q2,2017-Q2,5,May,2017-05,19,14,Sunday,1
2017-05-15,2017,Q2,2017-Q2,5,May,2017-05,20,15,Monday,0
2017-05-16,2017,Q2,2017-Q2,5,May,2017-05,20,16,Tuesday,0
2017-05-17,2017,Q2,2017-Q2,5,May,2017-05,20,17,Wednesday,0
2017-05-18,2017,Q2,2017-Q2,5,May,2017-05,20,18,Thursday,0
2017-05-19,2017,Q2,2017-Q2,5,May,2017-05,20,19,Friday,0
2017-05-20,2017,Q2,2017-Q2,5,May,2017-05,20,20,Saturday,1
2017-05-21,2017,Q2,2017-Q2,5,May,2017-05,20,21,Sunday,1
2017-05-22,2017,Q2,2017-Q2,5,May,2017-05,21,22,Monday,0
2017-05-23,2017,Q2,2017-Q2,5,May,2017-05,21,23,Tuesday,0
2017-05-24,2017,Q2,2017-Q2,5,May,2017-05,21,24,Wednesday,0
2017-05-25,2017,Q2,2017-Q2,5,May,2017-05,21,25,Thursday,0
2017-05-26,2017,Q2,2017-Q2,5,May,2017-05,21,26,Friday,0
2017-05-27,2017,Q2,2017-Q2,5,May,2017-05,21,27,Saturday,1
2017-05-28,2017,Q2,2017-Q2,5,May,2017-05,21,28,Sunday,1
2017-05-29,2017,Q2,2017-Q2,5,May,2017-05,22,29,Monday,0
2017-05-30,2017,Q2,2017-Q2,5,May,2017-05,22,30,Tuesday,0
2017-05-31,2017,Q2,2017-Q2,5,May,2017-05,22,31,Wednesday,0
2017-06-01,2017,Q2,2017-Q2,6,June,2017-06,22,1,Thursday,0
2017-06-02,2017,Q2,2017-Q2,6,June,2017-06,22,2,Friday,0
2017-06-03,2017,Q2,2017-Q2,6,June,2017-06,22,3,Saturday,1
2017-06-04,2017,Q2,2017-Q2,6,June,2017-06,22,4,Sunday,1
2017-06-05,2017,Q2,2017-Q2,6,June,2017-06,23,5,Monday,0
2017-06-06,2017,Q2,2017-Q2,6,June,2017-06,23,6,Tuesday,0
2017-06-07,2017,Q2,2017-Q2,6,June,2017-06,23,7,Wednesday,0
2017-06-08,2017,Q2,2017-Q2,6,June,2017-06,23,8,Thursday,0
2017-06-09,2017,Q2,2017-Q2,6,June,2017-06,23,9,Friday,0
2017-06-10,2017,Q2,2017-Q2,6,June,2017-06,23,10,Saturday,1
2017-06-11,2017,Q2,2017-Q2,6,June,2017-06,23,11,Sunday,1
2017-06-12,2017,Q2,2017-Q2,6,June,2017-06,24,12,Monday,0
2017-06-13,2017,Q2,2017-Q2,6,June,2017-06,24,13,Tuesday,0
2017-06-14,2017,Q2,2017-Q2,6,June,2017-06,24,14,Wednesday,0
2017-06-15,2017,Q2,2017-Q2,6,June,2017-06,24,15,Thursday,0
2017-06-16,2017,Q2,2017-Q2,6,June,2017-06,24,16,Friday,0
2017-06-17,2017,Q2,2017-Q2,6,June,2017-06,24,17,Saturday,1
2017-06-18,2017,Q2,2017-Q2,6,June,2017-06,24,18,Sunday,1
2017-06-19,2017,Q2,2017-Q2,6,June,2017-06,25,19,Monday,0
2017-06-20,2017,Q2,2017-Q2,6,June,2017-06,25,20,Tuesday,0
2017-06-21,2017,Q2,2017-Q2,6,June,2017-06,25,21,Wednesday,0
2017-06-22,2017,Q2,2017-Q2,6,June,2017-06,25,22,Thursday,0
2017-06-23,2017,Q2,2017-Q2,6,June,2017-06,25,23,Friday,0
2017-06-24,2017,Q2,2017-Q2,6,June,2017-06,25,24,Saturday,1
2017-06-25,2017,Q2,2017-Q2,6,June,2017-06,25,25,Sunday,1
2017-06-26,2017,Q2,2017-Q2,6,June,2017-06,26,26,Monday,0
2017-06-27,2017,Q2,2017-Q2,6,June,2017-06,26,27,Tuesday,0
2017-06-28,2017,Q2,2017-Q2,6,June,2017-06,26,28,Wednesday,0
2017-06-29,2017,Q2,2017-Q2,6,June,2017-06,26,29,Thursday,0
2017-06-30,2017,Q2,2017-Q2,6,June,2017-06,26,30,Friday,0
2017-07-01,2017,Q3,2017-Q3,7,July,2017-07,26,1,Saturday,1
2017-07-02,2017,Q3,2017-Q3,7,July,2017-07,26,2,Sunday,1
2017-07-03,2017,Q3,2017-Q3,7,July,2017-07,27,3,Monday,0
2017-07-04,2017,Q3,2017-Q3,7,July,2017-07,27,4,Tuesday,0
2017-07-05,2017,Q3,2017-Q3,7,July,2017-07,27,5,Wednesday,0
2017-07-06,2017,Q3,2017-Q3,7,July,2017-07,27,6,Thursday,0
2017-07-07,2017,Q3,2017-Q3,7,July,2017-07,27,7,Friday,0
2017-07-08,2017,Q3,2017-Q3,7,July,2017-07,27,8,Saturday,1
2017-07-09,2017,Q3,2017-Q3,7,July,2017-07,27,9,Sunday,1
2017-07-10,2017,Q3,2017-Q3,7,July,2017-07,28,10,Monday,0
2017-07-11,2017,Q3,2017-Q3,7,July,2017-07,28,11,Tuesday,0
2017-07-12,2017,Q3,2017-Q3,7,July,2017-07,28,12,Wednesday,0
2017-07-13,2017,Q3,2017-Q3,7,July,2017-07,28,13,Thursday,0
2017-07-14,2017,Q3,2017-Q3,7,July,2017-07,28,14,Friday,0
2017-07-15,2017,Q3,2017-Q3,7,July,2017-07,28,15,Saturday,1
2017-07-16,2017,Q3,2017-Q3,7,July,2017-07,28,16,Sunday,1
2017-07-17,2017,Q3,2017-Q3,7,July,2017-07,29,17,Monday,0
2017-07-18,2017,Q3,2017-Q3,7,July,2017-07,29,18,Tuesday,0
2017-07-19,2017,Q3,2017-Q3,7,July,2017-07,29,19,Wednesday,0
2017-07-20,2017,Q3,2017-Q3,7,July,2017-07,29,20,Thursday,0
2017-07-21,2017,Q3,2017-Q3,7,July,2017-07,29,21,Friday,0
2017-07-22,2017,Q3,2017-Q3,7,July,2017-07,29,22,Saturday,1
2017-07-23,2017,Q3,2017-Q3,7,July,2017-07,29,23,Sunday,1
2017-07-24,2017,Q3,2017-Q3,7,July,2017-07,30,24,Monday,0
2017-07-25,2017,Q3,2017-Q3,7,July,2017-07,30,25,Tuesday,0
2017-07-26,2017,Q3,2017-Q3,7,July,2017-07,30,26,Wednesday,0
2017-07-27,2017,Q3,2017-Q3,7,July,2017-07,30,27,Thursday,0
2017-07-28,2017,Q3,2017-Q3,7,July,2017-07,30,28,Friday,0
2017-07-29,2017,Q3,2017-Q3,7,July,2017-07,30,29,Saturday,1
2017-07-30,2017,Q3,2017-Q3,7,July,2017-07,30,30,Sunday,1
2017-07-31,2017,Q3,2017-Q3,7,July,2017-07,31,31,Monday,0
2017-08-01,2017,Q3,2017-Q3,8,August,2017-08,31,1,Tuesday,0
2017-08-02,2017,Q3,2017-Q3,8,August,2017-08,31,2,Wednesday,0
2017-08-03,2017,Q3,2017-Q3,8,August,2017-08,31,3,Thursday,0
2017-08-04,2017,Q3,2017-Q3,8,August,2017-08,31,4,Friday,0
2017-08-05,2017,Q3,2017-Q3,8,August,2017-08,31,5,Saturday,1
2017-08-06,2017,Q3,2017-Q3,8,August,2017-08,31,6,Sunday,1
2017-08-07,2017,Q3,2017-Q3,8,August,2017-08,32,7,Monday,0
2017-08-08,2017,Q3,2017-Q3,8,August,2017-08,32,8,Tuesday,0
2017-08-09,2017,Q3,2017-Q3,8,August,2017-08,32,9,Wednesday,0
2017-08-10,2017,Q3,2017-Q3,8,August,2017-08,32,10,Thursday,0
2017-08-11,2017,Q3,2017-Q3,8,August,2017-08,32,11,Friday,0
2017-08-12,2017,Q3,2017-Q3,8,August,2017-08,32,12,Saturday,1
2017-08-13,2017,Q3,2017-Q3,8,August,2017-08,32,13,Sunday,1
2017-08-14,2017,Q3,2017-Q3,8,August,2017-08,33,14,Monday,0
2017-08-15,2017,Q3,2017-Q3,8,August,2017-08,33,15,Tuesday,0
2017-08-16,2017,Q3,2017-Q3,8,August,2017-08,33,16,Wednesday,0
2017-08-17,2017,Q3,2017-Q3,8,August,2017-08,33,17,Thursday,0
2017-08-18,2017,Q3,2017-Q3,8,August,2017-08,33,18,Friday,0
2017-08-19,2017,Q3,2017-Q3,8,August,2017-08,33,19,Saturday,1
2017-08-20,2017,Q3,2017-Q3,8,August,2017-08,33,20,Sunday,1
2017-08-21,2017,Q3,2017-Q3,8,August,2017-08,34,21,Monday,0
2017-08-22,2017,Q3,2017-Q3,8,August,2017-08,34,22,Tuesday,0
2017-08-23,2017,Q3,2017-Q3,8,August,2017-08,34,23,Wednesday,0
2017-08-24,2017,Q3,2017-Q3,8,August,2017-08,34,24,Thursday,0
2017-08-25,2017,Q3,2017-Q3,8,August,2017-08,34,25,Friday,0
2017-08-26,2017,Q3,2017-Q3,8,August,2017-08,34,26,Saturday,1
2017-08-27,2017,Q3,2017-Q3,8,August,2017-08,34,27,Sunday,1
2017-08-28,2017,Q3,2017-Q3,8,August,2017-08,35,28,Monday,0
2017-08-29,2017,Q3,2017-Q3,8,August,2017-08,35,29,Tuesday,0
2017-08-30,2017,Q3,2017-Q3,8,August,2017-08,35,30,Wednesday,0
2017-08-31,2017,Q3,2017-Q3,8,August,2017-08,35,31,Thursday,0
2017-09-01,2017,Q3,2017-Q3,9,September,2017-09,35,1,Friday,0
2017-09-02,2017,Q3,2017-Q3,9,September,2017-09,35,2,Saturday,1
2017-09-03,2017,Q3,2017-Q3,9,September,2017-09,35,3,Sunday,1
2017-09-04,2017,Q3,2017-Q3,9,September,2017-09,36,4,Monday,0
2017-09-05,2017,Q3,2017-Q3,9,September,2017-09,36,5,Tuesday,0
2017-09-06,2017,Q3,2017-Q3,9,September,2017-09,36,6,Wednesday,0
2017-09-07,2017,Q3,2017-Q3,9,September,2017-09,36,7,Thursday,0
2017-09-08,2017,Q3,2017-Q3,9,September,2017-09,36,8,Friday,0
2017-09-09,2017,Q3,2017-Q3,9,September,2017-09,36,9,Saturday,1
2017-09-10,2017,Q3,2017-Q3,9,September,2017-09,36,10,Sunday,1
2017-09-11,2017,Q3,2017-Q3,9,September,2017-09,37,11,Monday,0
2017-09-12,2017,Q3,2017-Q3,9,September,2017-09,37,12,Tuesday,0
2017-09-13,2017,Q3,2017-Q3,9,September,2017-09,37,13,Wednesday,0
